hs12,description
293951,"Alkaloids vegetable; theophylline and aminophylline (theophylline-ethylenediamine) and their derivatives; salts thereof, fenetylline (INN) and its salts"
293959,"Alkaloids vegetable; theophylline and aminophylline (theophylline-ethylenediamine) and their derivatives; salts thereof, other than fenetylline"
293961,"Alkaloids, vegetable; of rye ergot and their derivatives, ergometrine (INN) and its salts"
293962,"Alkaloids, vegetable; of rye ergot and their derivatives, ergotamine (INN) and its salts"
293963,"Alkaloids, vegetable; of rye ergot and their derivatives, lysergic acid and its salts"
293969,"Alkaloids, vegetable; of rye ergot and their derivatives, salts thereof, n.e.c. in item no. 2939.6"
293991,"Alkaloids, vegetable; natural or reproduced by synthesis, and their salts, esters and other derivatives n.e.c. in heading no. 2939.1, 2939.2, 2939.3, 2939.4, 2939.5, 2939.6, 2939.7"
293999,"Alkaloids, vegetable; natural or reproduced by synthesis, and their salts, esters and other derivatives n.e.c. in heading no. 2939"
2940,"Sugars, chemically pure, other than sucrose, lactose, maltose, glucose and fructose; sugar ethers, sugar acetals and sugar esters, and their salts, other than the products of heading 29.37, 29.38, or 29.39"
294000,"Sugars, chemically pure, other than sucrose, lactose, maltose, glucose and fructose; sugar ethers, sugar acetals and sugar esters, and their salts, other than the products of heading 29.37, 29.38, or 29.39"
2941,Antibiotics
294110,Antibiotics; penicillins and their derivatives with a penicillanic acid structure; salts thereof
294120,Antibiotics; streptomycins and their derivatives; salts thereof
294130,Antibiotics; tetracyclines and their derivatives; salts thereof
294140,Antibiotics; chloramphenicol and its derivatives; salts thereof
294150,Antibiotics; erythromycin and its derivatives; salts thereof
294190,Antibiotics; n.e.c. in heading no. 2941
2942,Organic compounds; n.e.c. in chapter 29
294200,Organic compounds; n.e.c. in chapter 29
30,Pharmaceutical products
3001,"Glands and other organs (extracts, secretions thereof) for organo-therapeutic uses, dried, powdered or not; heparin and its salts; other human or animal substances for therapeutic or prophylactic uses n.e.c."
300120,"Glands and other organs; extracts of glands or other organs or of their secretions, for organo-therapeutic uses"
300190,"Glands and other organs; heparin and its salts; other human or animal substances prepared for therapeutic or prophylactic uses, n.e.c. in heading 3001"
3002,"Human blood; animal blood for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions, immunological products, modified or obtained by biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) etc"
300210,"Blood, human or animal, antisera, other blood fractions and immunological products; whether or not modified or obtained by means of biotechnological processes"
300220,Vaccines; for human medicine
300230,Vaccines; for veterinary medicine
300290,"Toxins, cultures of micro-organisms (excluding yeasts) and similar products"
3003,"Medicaments; (not goods of heading no. 3002, 3005 or 3006) of two or more constituents mixed together for therapeutic or prophylactic use not in measured doses or in forms or packings for retail sale"
300310,"Medicaments; containing penicillins, streptomycins or their derivatives, for therapeutic or prophylactic uses, (not in measured doses, not packaged for retail sale)"
300320,"Medicaments; containing antibiotics other than penicillins, streptomycins and their derivatives, for therapeutic or prophylactic uses, (not in measured doses, not packaged for retail sale)"
300331,"Medicaments; containing insulin (but not containing antibiotics), for therapeutic or prophylactic uses, not packaged for retail sale"
300339,"Medicaments; containing hormones (excluding insulin), (but not containing antibiotics), for therapeutic or prophylactic uses, not packaged for retail sale"
300340,"Medicaments; containing alkaloids or their derivatives, (but not containing hormones or antibiotics), for therapeutic or prophylactic uses, (not packaged for retail sale)"
300390,"Medicaments; (not containing antibiotics, hormones, alkaloids or their derivatives), for therapeutic or prophylactic uses, (not packaged for retail sale)"
3004,"Medicaments; (not goods of heading no. 3002, 3005 or 3006) consisting of mixed or unmixed products for therapeutic or prophylactic use, put up in measured doses (incl. those in the form of transdermal admin. systems) or packed for retail sale"
300410,"Medicaments; containing penicillins, streptomycins or their derivatives, for therapeutic or prophylactic uses, packaged for retail sale"
300420,"Medicaments; containing antibiotics (other than penicillins, streptomycins or their derivatives), for therapeutic or prophylactic uses, packaged for retail sale"
300431,"Medicaments; containing insulin (but not containing antibiotics), for therapeutic or prophylactic uses, packaged for retail sale"
300432,"Medicaments; containing corticosteroid hormones, their derivatives or structural analogues (but not containing antibiotics), for therapeutic or prophylactic uses, packaged for retail sale"
300439,"Medicaments; containing hormones (but not insulin), adrenal cortex hormones or antibiotics, for therapeutic or prophylactic uses, packaged for retail sale"
300440,"Medicaments; containing alkaloids or their derivatives (but not hormones or antibiotics), for therapeutic or prophylactic uses, packaged for retail sale"
300450,"Medicaments; containing vitamins or their derivatives, for therapeutic or prophylactic use, packaged for retail sale"
300490,"Medicaments; consisting of mixed or unmixed products n.e.c. in heading no. 3004, for therapeutic or prophylactic uses, packaged for retail sale"
3005,"Wadding, gauze, bandages (dressings, adhesive plasters, poultices), impregnated or coated with pharmaceutical substances or in forms or packings for retail sale, for medical, surgical or veterinary use"
300510,"Dressings, adhesive; and other articles having an adhesive layer, packed for retail sale for medical, surgical, dental or veterinary purposes"
300590,"Wadding, gauze, bandages and similar articles; (excluding adhesive dressings), impregnated or coated with pharmaceutical substances, packaged for retail sale"
3006,Pharmaceutical goods
300610,"Pharmaceutical goods; sterile surgical catgut, suture materials, tissue adhesives, laminaria, laminaria tents, absorbable surgical or dental haemostatics, and surgical or dental adhesion barriers"
300620,Pharmaceutical goods; blood-grouping reagents
300630,"Pharmaceutical goods; opacifying preparations for x-ray examinations, diagnostic reagents designed to be administered to the patient"
300640,"Pharmaceutical goods; dental cements and other dental fillings, bone reconstruction cements"
300650,Pharmaceutical goods; first aid boxes and kits
300660,"Pharmaceutical goods; chemical contraceptive preparations based on hormones, on other products of heading 2937 or on spermicides"
300670,Pharmaceutical goods; Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments
300691,Pharmaceutical goods; appliances identifiable for ostomy use
300692,Pharmaceutical goods; waste pharmaceuticals
31,Fertilizers
3101,"Fertilizers; animal or vegetable, whether or not mixed together or chemically treated; fertilizers produced by the mixing or chemical treatment of animal or vegetable products"
310100,"Fertilizers, animal or vegetable; whether or not mixed together or chemically treated; fertilizers, produced by the mixing or chemical treatment of animal or vegetable products"
3102,"Fertilizers; mineral or chemical, nitrogenous"
310210,"Fertilizers, mineral or chemical; nitrogenous, urea, whether or not in aqueous solution"
310221,"Fertilizers, mineral or chemical; nitrogenous, ammonium sulphate"
310229,"Fertilizers, mineral or chemical; nitrogenous, other than ammonium sulphate"
310230,"Fertilizers, mineral or chemical; nitrogenous, ammonium nitrate, whether or not in aqueous solution"
310240,"Fertilizers, mineral or chemical; ammonium nitrate with calcium carbonate or other inorganic non-fertilizing substances, mixtures thereof"
310250,"Fertilizers, mineral or chemical; nitrogenous, sodium nitrate"
310260,"Fertilizers, mineral or chemical; nitrogenous, double salts and mixtures of calcium nitrate and ammonium nitrate"
310280,"Fertilizers, mineral or chemical; nitrogenous, mixtures of urea and ammonium nitrate in aqueous or ammoniacal solution"
310290,"Fertilizers, mineral or chemical; nitrogenous, other kinds including mixtures not specified in the foregoing subheadings"
3103,"Fertilizers; mineral or chemical, phosphatic"
310310,"Fertilizers, mineral or chemical; phosphatic, superphosphates"
310390,"Fertilizers, mineral or chemical; phosphatic, n.e.c. in heading no. 3103"
3104,"Fertilizers; mineral or chemical, potassic"
310420,"Fertilizers, mineral or chemical; potassic, potassium chloride"
310430,"Fertilizers, mineral or chemical; potassic, potassium sulphate"
310490,"Fertilizers, mineral or chemical; potassic, n.e.c. in heading no. 3104"
3105,"Fertilizers; mineral or chemical, containing 2 or 3 of the elements nitrogen, phosphorus, potassium; other fertilisers; goods of chapter 31 in tablets or packages of gross weight not exceeding 10kg"
310510,"Fertilizers, mineral or chemical; in tablets or similar forms or in packages of a gross weight not exceeding 10kg"
310520,"Fertilizers, mineral or chemical; containing the three fertilizing elements nitrogen, phosphorus and potassium"
310530,"Fertilizers, mineral or chemical; diammonium hydrogenorthophosphate (diammonium phosphate)"
310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)"
310551,"Fertilizers, mineral or chemical; containing nitrates and phosphates"
310559,"Fertilizers, mineral or chemical; containing the two fertilizing elements nitrogen and phosphorus, other than nitrates and phosphates"
310560,"Fertilizers, mineral or chemical; containing the two fertilizing elements phosphorus and potassium"
310590,"Fertilizers, mineral or chemical; n.e.c. in heading no. 3105"
32,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks"
3201,"Tanning extracts of vegetable origin; tannins and their salts, ethers, esters and other derivatives"
320110,Tanning extracts of vegetable origin; quebracho extract
320120,Tanning extracts of vegetable origin; wattle extract
320190,"Tanning extracts of vegetable origin; tannins and their salts, ethers, esters and other derivatives, (excluding quebracho or wattle extract)"
3202,"Tanning substances; synthetic organic or inorganic tanning substances; tanning preparations, whether or not containing natural tanning substances, enzymatic preparations for pre-tanning"
320210,Tanning substances; synthetic organic tanning substances
320290,"Tanning substances; inorganic tanning substances; tanning preparations, whether or not containing natural tanning substances; enzymatic preparations for pre- tanning"
3203,"Colouring matter of vegetable or animal origin (including dyeing extracts, not animal black); whether or not chemically defined; preparations based on colouring matter of vegetable or animal origin"
320300,"Colouring matter of vegetable or animal origin, including dyeing extracts not animal black, whether or not chemically defined; preparations based on colouring matter of vegetable or animal origin"
3204,Synthetic organic colouring matter and preparations based thereon; synthetic organic products used as fluorescent brightening agents or as luminophores; whether or not chemically defined
